sale_id,date,customer_id,product_id,quantity,unit_price,revenue,cost,profit
5973,2023-08-17,370,85,3,4384,13152,9028.672195329927,4123.3278046700725
5974,2022-02-12,345,33,5,594,2970,2352.418034050248,617.581965949752
5975,2023-09-09,441,23,1,4791,4791,3500.4209097491266,1290.5790902508734
5976,2022-01-01,435,63,5,4787,23935,18433.286784695723,5501.713215304277
5977,2023-07-27,269,70,1,2175,2175,1361.0968071701122,813.9031928298878
5978,2022-09-27,384,96,2,512,1024,769.3884600370088,254.61153996299117
5979,2022-06-29,408,22,2,2801,5602,4035.534353001329,1566.4656469986712
5980,2023-06-02,139,67,5,4583,22915,15161.835408476984,7753.1645915230165
5981,2022-04-13,52,99,2,872,1744,1093.9631021427347,650.0368978572653
5982,2022-01-10,499,80,2,4989,9978,6744.423906848207,3233.5760931517934
5983,2023-08-06,17,59,3,917,2751,1893.4457174002157,857.5542825997843
5984,2022-03-31,165,25,1,1316,1316,826.6487285958435,489.3512714041565
5985,2022-08-14,13,17,2,2303,4606,3380.920888502964,1225.0791114970361
5986,2023-11-01,190,39,5,4112,20560,13598.83488964578,6961.165110354221
5987,2022-05-06,475,77,3,3904,11712,8915.266807769523,2796.7331922304766
5988,2022-07-28,340,92,2,3439,6878,5018.668578037088,1859.331421962912
5989,2022-04-07,353,75,5,1832,9160,6064.840425491702,3095.1595745082977
5990,2022-03-15,362,74,1,3746,3746,2517.326694876092,1228.673305123908
5991,2023-09-19,352,39,2,1255,2510,1978.9580759314288,531.0419240685712
5992,2022-07-10,264,24,5,4025,20125,15891.181070168079,4233.818929831921
5993,2023-11-13,312,38,5,2296,11480,7848.579444550865,3631.4205554491346
5994,2023-12-17,221,88,4,4469,17876,13153.768867382112,4722.231132617888
5995,2022-02-25,104,97,5,3559,17795,14164.720985943513,3630.2790140564866
5996,2023-12-21,339,81,4,2677,10708,8553.660250429373,2154.3397495706267
5997,2023-07-07,198,57,1,4056,4056,2492.1152838899343,1563.8847161100657
5998,2022-02-01,300,44,1,2550,2550,1812.2845605424045,737.7154394575955
5999,2023-06-11,444,36,3,2489,7467,5565.330194092203,1901.6698059077971
6000,2023-07-28,359,99,4,1054,4216,2687.16550624513,1528.83449375487
6001,2023-10-29,368,70,5,765,3825,2923.7573429394447,901.2426570605553
6002,2022-10-11,169,80,3,1422,4266,2959.28524549342,1306.71475450658
6003,2023-12-22,149,45,3,2571,7713,5395.631602184257,2317.3683978157433
6004,2023-05-09,249,92,1,1033,1033,676.4751412128005,356.5248587871995
6005,2022-07-06,256,96,5,4483,22415,14794.56178196418,7620.438218035821
6006,2023-05-13,470,26,4,2193,8772,5410.873442087987,3361.1265579120127
6007,2023-03-18,42,11,1,2551,2551,2005.8594571327258,545.1405428672742
6008,2022-05-10,202,52,3,4190,12570,8502.013085413382,4067.986914586618
6009,2023-10-01,458,25,2,3331,6662,4213.355280640937,2448.644719359063
6010,2022-10-19,244,31,3,4827,14481,9100.887701037744,5380.112298962256
6011,2022-04-24,157,85,2,3420,6840,4661.331541527152,2178.668458472848
6012,2022-07-18,464,45,1,4667,4667,3390.3028527345164,1276.6971472654836
6013,2022-01-13,449,67,4,1385,5540,4185.782589807204,1354.2174101927958
6014,2022-09-28,401,76,5,1958,9790,7684.376423982848,2105.623576017152
6015,2023-08-24,286,40,2,4295,8590,6246.136118641957,2343.863881358043
6016,2022-08-03,282,46,5,3655,18275,12502.518708449195,5772.481291550805
6017,2023-03-20,437,54,1,3910,3910,2675.9621337917815,1234.0378662082185
6018,2023-05-27,381,41,1,4524,4524,3234.096274935579,1289.903725064421
6019,2023-03-23,238,89,1,1062,1062,751.4798862947314,310.5201137052686
6020,2023-12-16,19,81,4,4526,18104,13182.66152990342,4921.33847009658
6021,2022-03-15,53,38,2,3471,6942,4864.135039585007,2077.864960414993
6022,2023-06-21,85,100,5,844,4220,2581.7882788388197,1638.2117211611803
6023,2022-04-11,273,36,3,3216,9648,6755.005427651236,2892.9945723487644
6024,2022-06-25,430,83,1,3178,3178,1921.1221438502014,1256.8778561497986
6025,2023-03-03,360,44,5,2172,10860,6908.280497086127,3951.719502913873
6026,2022-04-27,213,57,5,3627,18135,12286.20015796668,5848.799842033321
6027,2022-06-15,437,66,4,4453,17812,12651.180692188569,5160.819307811431
6028,2022-02-10,361,81,2,1619,3238,2062.48825284833,1175.51174715167
6029,2023-03-05,104,30,4,2412,9648,6321.949751204225,3326.0502487957747
6030,2022-12-10,192,10,4,3502,14008,9453.189522275936,4554.810477724064
6031,2023-02-28,429,99,5,2762,13810,8830.708393336598,4979.2916066634025
6032,2023-01-01,177,61,2,1242,2484,1986.585739312834,497.414260687166
6033,2022-04-30,147,63,2,4653,9306,7081.332365471841,2224.6676345281594
6034,2023-09-01,380,36,2,2952,5904,4499.953957642357,1404.0460423576433
6035,2023-10-19,455,54,1,3268,3268,2332.609416670626,935.3905833293738
6036,2023-12-29,81,97,2,1282,2564,2031.3672652305343,532.6327347694657
6037,2022-08-17,193,65,5,596,2980,2224.3915921928274,755.6084078071726
6038,2022-05-10,37,82,1,1086,1086,723.4668391945784,362.53316080542163
6039,2022-12-18,377,4,3,2738,8214,5931.373196906585,2282.626803093415
6040,2022-11-14,326,55,4,1416,5664,4014.303412914193,1649.696587085807
6041,2023-10-11,154,54,2,3849,7698,5512.212672883352,2185.787327116648
6042,2022-12-03,130,91,3,3086,9258,7068.902706818907,2189.097293181093
6043,2022-09-30,59,89,2,4680,9360,6569.899809530039,2790.1001904699606
6044,2022-04-27,224,64,4,2988,11952,8912.942256549699,3039.057743450301
6045,2023-01-03,249,92,5,4293,21465,13954.81197796357,7510.188022036429
6046,2022-04-04,240,22,5,3337,16685,13121.290711292831,3563.7092887071685
6047,2022-06-17,374,25,4,2886,11544,7125.839129593012,4418.160870406988
6048,2023-12-16,389,81,3,2341,7023,5609.3823443202955,1413.6176556797045
6049,2022-12-07,293,59,1,1702,1702,1236.5619260630494,465.43807393695056
6050,2023-10-23,287,57,1,1229,1229,852.9140709845902,376.08592901540976
6051,2023-11-26,204,54,2,816,1632,1080.6392876483358,551.3607123516642
6052,2022-06-01,99,44,4,575,2300,1566.3652675119647,733.6347324880353
6053,2023-08-09,350,52,4,3546,14184,10729.978416022896,3454.0215839771045
6054,2022-10-01,176,76,1,703,703,441.4042745973717,261.5957254026283
6055,2023-07-08,262,16,3,4788,14364,9344.31386864347,5019.68613135653
6056,2023-05-11,271,16,4,4275,17100,10683.147621977943,6416.852378022057
6057,2023-12-25,143,81,5,3444,17220,11801.398165272216,5418.601834727784
6058,2022-04-11,189,55,5,4855,24275,16444.96614254611,7830.033857453891
6059,2023-07-11,272,61,4,3551,14204,10365.46815384064,3838.5318461593597
6060,2022-03-23,20,95,3,3163,9489,7583.069663136699,1905.930336863301
6061,2023-06-13,333,79,5,931,4655,3623.7864799624817,1031.2135200375183
6062,2022-03-14,300,77,3,3263,9789,7597.00344600456,2191.99655399544
6063,2022-01-14,426,40,1,3662,3662,2670.1166679611083,991.8833320388917
6064,2023-03-09,46,91,2,697,1394,911.8455930160193,482.1544069839807
6065,2022-06-06,95,21,1,538,538,364.1276169859393,173.8723830140607
6066,2022-05-12,418,66,2,3018,6036,3923.547435657752,2112.452564342248
6067,2022-12-04,64,8,5,2626,13130,8232.730610187273,4897.269389812727
6068,2023-02-08,413,71,2,1228,2456,1687.7785476868848,768.2214523131152
6069,2023-01-11,131,10,2,4399,8798,6858.102677799499,1939.8973222005006
6070,2023-07-13,9,57,4,3665,14660,10976.942106904973,3683.057893095027
6071,2022-04-17,459,4,2,4727,9454,7534.53149358193,1919.4685064180703
6072,2023-09-12,203,43,4,2624,10496,6706.560140394504,3789.439859605496
6073,2022-09-22,409,100,2,4634,9268,6488.60846191781,2779.39153808219
6074,2022-07-24,470,99,4,4271,17084,12960.079910111843,4123.920089888157
6075,2022-03-20,298,63,5,3757,18785,13000.952716724289,5784.047283275711
6076,2022-06-04,174,43,5,3706,18530,12433.831529200483,6096.168470799517
6077,2022-09-04,73,67,2,3098,6196,4728.646939979683,1467.3530600203167
6078,2023-06-15,84,82,3,4935,14805,10157.142115902556,4647.857884097444
6079,2023-06-22,59,51,5,3813,19065,14920.144704428116,4144.855295571884
6080,2023-12-30,21,56,1,1744,1744,1140.0184082409319,603.9815917590681
6081,2022-06-03,458,43,1,4587,4587,3574.606674477966,1012.393325522034
6082,2022-06-03,406,24,4,1157,4628,3034.543354522821,1593.4566454771789
6083,2023-11-17,157,96,3,3465,10395,6839.004207296828,3555.995792703172
6084,2022-04-02,319,34,4,2199,8796,6017.491850934335,2778.508149065665
6085,2023-03-09,329,59,2,4956,9912,6969.745422524688,2942.2545774753116
6086,2022-12-04,61,2,5,3543,17715,12110.771492458623,5604.2285075413765
6087,2023-04-25,64,2,3,4924,14772,11410.333272246546,3361.6667277534543
6088,2023-11-24,325,10,4,2299,9196,6980.810672464139,2215.1893275358607
6089,2022-05-11,168,23,4,4126,16504,10925.197385037578,5578.802614962422
6090,2023-03-26,203,15,1,4477,4477,3144.2149039073,1332.7850960926999
6091,2022-09-30,129,76,2,2476,4952,3398.091996197755,1553.9080038022448
6092,2023-08-11,245,17,4,4169,16676,10192.60574214469,6483.394257855311
6093,2022-06-26,106,82,1,4692,4692,3517.261111752682,1174.7388882473178
6094,2023-11-27,321,14,3,1437,4311,2743.2329529559647,1567.7670470440353
6095,2023-10-05,122,81,4,1789,7156,5630.543637311753,1525.4563626882473
6096,2022-02-18,318,79,1,2650,2650,1800.8225519357266,849.1774480642734
6097,2023-07-21,182,76,2,1012,2024,1466.290034434424,557.7099655655761
6098,2023-10-28,103,16,5,2016,10080,7697.691469400455,2382.3085305995446
6099,2022-12-21,316,32,3,2582,7746,4926.915699255566,2819.0843007444337
6100,2023-12-13,302,23,4,1904,7616,5393.858890955176,2222.1411090448237
6101,2022-11-04,261,34,1,4992,4992,3232.239922592804,1759.7600774071961
6102,2023-09-22,113,98,4,2431,9724,6825.607679269025,2898.3923207309754
6103,2022-02-15,406,16,5,2385,11925,8536.95489997234,3388.0451000276607
6104,2022-10-29,474,34,4,2853,11412,7233.247646428171,4178.752353571829
6105,2023-02-12,437,71,4,4307,17228,12338.068491434187,4889.931508565813
6106,2022-07-08,70,33,1,3246,3246,2242.9262774489653,1003.0737225510347
6107,2022-05-09,160,68,5,1080,5400,3803.75961346375,1596.2403865362498
6108,2023-07-15,240,43,3,2712,8136,6354.162332862561,1781.837667137439
6109,2023-06-21,11,64,1,3829,3829,2667.8964360081322,1161.1035639918678
6110,2022-09-23,138,71,5,601,3005,2089.165271691939,915.8347283080611
6111,2022-04-28,495,18,5,4788,23940,16616.268535507334,7323.731464492666
6112,2023-04-09,167,68,4,4342,17368,12585.218517272604,4782.781482727396
6113,2022-05-24,247,61,2,3463,6926,4664.684985256784,2261.315014743216
6114,2023-03-18,354,75,2,798,1596,1213.394142758096,382.605857241904
6115,2022-07-19,31,20,3,4616,13848,9101.044393834223,4746.955606165777
6116,2022-06-06,12,11,4,544,2176,1435.9625065746577,740.0374934253423
6117,2023-05-02,243,79,2,3043,6086,4368.2267915142365,1717.7732084857635
6118,2022-05-14,108,46,1,4359,4359,2841.971533360816,1517.028466639184
6119,2022-05-28,336,64,3,4894,14682,9073.318011118909,5608.6819888810915
6120,2022-12-02,422,81,4,4052,16208,10391.226086325525,5816.773913674475
6121,2022-03-12,323,98,1,3655,3655,2860.8835430799554,794.1164569200446
6122,2022-08-21,194,76,2,3631,7262,4372.741537018373,2889.2584629816274
6123,2022-11-30,308,28,2,787,1574,986.4136439624341,587.5863560375659
6124,2023-10-28,133,48,2,4205,8410,6321.022666274816,2088.9773337251836
6125,2022-03-31,395,35,2,1016,2032,1617.4154459446497,414.5845540553503
6126,2022-11-30,281,8,5,2701,13505,9961.78848315204,3543.2115168479595
6127,2022-07-18,291,91,3,4937,14811,11618.739216878357,3192.260783121643
6128,2022-06-10,163,22,3,4681,14043,10827.815146298411,3215.1848537015885
6129,2023-06-22,278,24,2,4158,8316,5787.88635670605,2528.11364329395
6130,2022-05-01,421,66,3,4786,14358,9572.545351369616,4785.454648630384
6131,2022-10-28,470,95,1,3823,3823,2777.209070592603,1045.790929407397
6132,2023-12-25,439,86,1,4576,4576,3233.908081705121,1342.0919182948792
6133,2023-07-29,203,64,3,4436,13308,8053.547317165143,5254.452682834857
6134,2023-03-12,96,65,2,1669,3338,2641.891590747081,696.108409252919
6135,2022-03-09,483,14,4,1490,5960,4255.7348596446245,1704.2651403553755
6136,2023-04-04,223,25,2,4205,8410,6516.89519360184,1893.1048063981598
6137,2023-05-29,237,100,5,2351,11755,8780.115532031166,2974.8844679688336
6138,2023-02-02,117,100,4,3209,12836,8576.586460568014,4259.413539431986
6139,2023-09-12,456,3,5,4507,22535,17582.519070850307,4952.480929149693
6140,2022-10-13,192,5,3,3121,9363,7097.944898424021,2265.0551015759793
6141,2023-07-15,276,65,5,2678,13390,9184.981976848607,4205.018023151393
6142,2022-05-20,106,54,3,1338,4014,3083.135937496987,930.864062503013
6143,2023-12-31,482,19,5,2055,10275,6723.040043678396,3551.9599563216043
6144,2023-07-10,4,97,4,1722,6888,5056.733560429507,1831.2664395704933
6145,2023-08-13,18,54,5,2543,12715,7920.381385759914,4794.618614240086
6146,2023-12-29,307,94,2,1933,3866,2989.0116130218307,876.9883869781693
6147,2023-09-02,452,76,3,1668,5004,3732.4162130814516,1271.5837869185484
6148,2022-10-09,20,10,1,1447,1447,912.3531303669299,534.6468696330701
6149,2023-10-23,122,98,5,660,3300,1994.0808394730732,1305.9191605269268
6150,2023-08-01,137,16,3,3631,10893,7385.166152176363,3507.8338478236374
6151,2023-04-02,80,46,1,3127,3127,2298.515478188765,828.484521811235
6152,2022-03-28,154,29,3,3035,9105,5978.611427247491,3126.3885727525094
6153,2022-03-20,358,15,3,2772,8316,6608.318028649436,1707.6819713505638
6154,2022-07-24,25,48,1,3963,3963,3118.628468296813,844.371531703187
6155,2022-12-03,452,11,1,660,660,474.9281413167641,185.07185868323592
6156,2022-09-11,169,34,4,2284,9136,6058.262625430469,3077.7373745695313
6157,2022-10-31,59,36,5,2444,12220,9522.482051535468,2697.5179484645323
6158,2023-01-15,301,30,5,3682,18410,14004.379635688867,4405.620364311133
6159,2022-05-10,41,99,3,4474,13422,8284.472744466091,5137.527255533909
6160,2023-08-19,38,73,2,4124,8248,5734.542139751282,2513.457860248718
6161,2022-10-03,117,82,2,4244,8488,6758.510406106341,1729.4895938936588
6162,2023-11-30,275,19,3,1266,3798,2623.586522286427,1174.4134777135728
6163,2023-07-12,270,68,4,2527,10108,7950.767762817572,2157.2322371824284
6164,2022-07-02,127,70,1,4506,4506,3584.3331564787763,921.6668435212237
6165,2022-09-25,405,33,3,684,2052,1390.1722353729067,661.8277646270933
6166,2022-11-18,399,96,5,2396,11980,9499.082110997972,2480.9178890020285
6167,2023-05-27,3,80,2,3795,7590,4763.393734595758,2826.6062654042416
6168,2023-09-04,293,75,2,2904,5808,3670.794746749711,2137.205253250289
6169,2022-03-19,373,22,2,3039,6078,3982.966168686346,2095.033831313654
6170,2022-12-05,498,36,4,1232,4928,3417.623377648443,1510.3766223515572
6171,2023-11-05,430,23,5,2121,10605,6746.9535483139625,3858.0464516860375
6172,2023-07-10,16,63,4,1077,4308,2877.8971093450323,1430.1028906549677
6173,2023-05-24,398,26,1,2661,2661,1651.7641828004269,1009.2358171995731
6174,2022-08-26,265,60,3,877,2631,1804.8702690097118,826.1297309902882
6175,2022-05-14,239,95,3,4348,13044,9985.12586928071,3058.8741307192904
6176,2022-07-11,263,93,2,1808,3616,2599.9427187748906,1016.0572812251094
6177,2022-12-22,398,5,2,4692,9384,7150.90665993116,2233.09334006884
6178,2022-10-05,134,54,1,1341,1341,840.9981448700584,500.00185512994165
6179,2022-01-18,213,38,4,2671,10684,7263.914396582173,3420.085603417827
6180,2023-06-08,15,62,5,655,3275,1990.756702173931,1284.243297826069
6181,2022-06-29,436,25,1,4648,4648,3132.732521852456,1515.267478147544
6182,2022-05-03,328,98,3,2202,6606,4775.474408463045,1830.5255915369553
6183,2022-09-03,418,12,3,3135,9405,6713.042972124299,2691.957027875701
6184,2023-01-08,360,22,4,3885,15540,9511.482986341267,6028.517013658733
6185,2022-02-20,129,9,1,1913,1913,1171.5439458101769,741.4560541898231
6186,2022-03-12,352,84,5,544,2720,1797.9567079193555,922.0432920806445
6187,2023-04-25,122,29,1,2186,2186,1648.8557170348354,537.1442829651646
6188,2023-07-14,241,44,1,2669,2669,1612.3838643512804,1056.6161356487196
6189,2022-01-19,115,93,4,3741,14964,10821.747088271957,4142.252911728043
6190,2022-03-25,197,27,5,3225,16125,10267.438076772534,5857.561923227466
6191,2022-06-04,222,55,3,1923,5769,4550.952080504705,1218.047919495295
6192,2023-07-19,214,81,2,4514,9028,6193.596887930659,2834.4031120693408
6193,2023-09-11,404,5,5,573,2865,1746.4374865354016,1118.5625134645984
6194,2022-12-23,80,52,3,3518,10554,7838.748104254019,2715.2518957459806
6195,2023-10-09,263,13,4,2060,8240,5742.636354439694,2497.3636455603064
6196,2023-03-19,135,42,5,1391,6955,5398.805367012633,1556.1946329873672
6197,2022-03-10,306,15,5,3632,18160,13263.428787503903,4896.571212496097
6198,2023-06-07,242,79,3,2389,7167,5292.8662828247,1874.1337171753003
6199,2022-05-23,386,18,3,1746,5238,3946.5814267497217,1291.4185732502783
6200,2022-07-11,303,50,1,4302,4302,2942.872904010483,1359.1270959895169
6201,2023-01-22,270,2,1,972,972,737.2711738367456,234.72882616325444
6202,2023-01-13,287,87,5,2717,13585,8288.54260972452,5296.45739027548
6203,2023-08-04,50,13,2,1200,2400,1807.4531542639759,592.5468457360241
6204,2023-06-19,189,68,4,2579,10316,7502.430329996349,2813.5696700036506
6205,2023-11-24,297,47,3,552,1656,1181.2794616459407,474.7205383540593
6206,2022-10-20,14,89,1,3487,3487,2314.078241851432,1172.9217581485682
6207,2022-01-09,389,75,4,638,2552,1589.4430753433007,962.5569246566993
6208,2022-09-28,459,50,5,1897,9485,6918.739950467695,2566.260049532305
6209,2023-01-22,232,12,3,2637,7911,5492.877751457432,2418.122248542568
6210,2022-04-03,261,13,3,1327,3981,2562.0480729559677,1418.9519270440323
6211,2023-06-13,192,9,1,2583,2583,1572.2032334555784,1010.7967665444216
6212,2022-06-03,413,59,2,3476,6952,4920.29908879745,2031.7009112025498
6213,2023-02-09,203,45,3,1748,5244,3278.859561519306,1965.1404384806938
6214,2022-05-29,261,70,2,4864,9728,7645.078358925127,2082.921641074873
6215,2022-09-24,113,43,4,685,2740,1726.5462584539844,1013.4537415460156
6216,2023-02-26,374,74,3,3942,11826,7171.346466951622,4654.653533048378
6217,2023-09-10,352,23,3,3693,11079,7228.0448815942,3850.9551184058
6218,2023-04-17,36,79,2,1912,3824,2428.2068176426565,1395.7931823573435
6219,2023-07-01,79,45,1,3688,3688,2796.417314833592,891.5826851664078
6220,2023-09-23,275,23,5,3416,17080,11236.394342965506,5843.605657034494
6221,2023-06-10,448,34,4,1515,6060,3933.2315552941523,2126.7684447058477
6222,2023-05-18,278,16,3,4634,13902,11107.165298191941,2794.8347018080585
6223,2022-01-14,162,63,1,4761,4761,2999.4888375852915,1761.5111624147085
6224,2023-10-14,312,51,3,2435,7305,4507.182863411067,2797.817136588933
6225,2022-12-30,17,32,4,1968,7872,5204.374592248907,2667.625407751093
6226,2022-04-29,204,38,5,4926,24630,16773.474930913628,7856.525069086372
6227,2022-08-26,473,56,3,1858,5574,4192.120873237525,1381.8791267624747
6228,2023-06-30,440,69,2,2269,4538,3589.9609006316705,948.0390993683295
6229,2022-06-18,17,17,1,3261,3261,2454.6702295328605,806.3297704671395
6230,2023-06-06,202,86,5,3382,16910,12603.491305427502,4306.508694572498
6231,2023-09-26,476,39,3,1689,5067,4044.933305639011,1022.066694360989
6232,2023-10-19,210,41,5,1692,8460,6370.995446501082,2089.0045534989176
6233,2023-05-31,499,48,2,3316,6632,4164.276815815822,2467.7231841841776
6234,2023-02-01,402,82,3,4121,12363,8558.978430775685,3804.0215692243146
6235,2022-04-16,429,28,5,1542,7710,5402.404124033383,2307.5958759666173
6236,2022-03-26,480,77,3,725,2175,1437.5924890669776,737.4075109330224
6237,2022-08-02,78,50,3,2478,7434,4704.644702659986,2729.3552973400137
6238,2022-05-01,56,1,5,4477,22385,16617.46234219019,5767.537657809811
6239,2022-05-12,80,50,3,4331,12993,8516.897617148852,4476.102382851148
6240,2022-07-16,306,19,2,3144,6288,4558.366045210899,1729.6339547891012
6241,2022-01-19,58,98,5,2383,11915,7917.731356394637,3997.2686436053627
6242,2023-10-04,18,59,5,1040,5200,3646.4857838343187,1553.5142161656813
6243,2022-01-12,208,68,2,1145,2290,1528.3701839592113,761.6298160407887
6244,2022-03-22,465,67,2,4786,9572,6531.470437492186,3040.5295625078143
6245,2022-11-26,135,41,2,2188,4376,3266.304617888408,1109.6953821115922
6246,2023-01-27,332,10,3,1354,4062,3155.21935430699,906.7806456930098
6247,2023-09-29,482,28,3,904,2712,1903.1436838525692,808.8563161474308
6248,2022-11-03,10,34,4,3843,15372,11099.355864188621,4272.644135811379
6249,2022-09-24,69,39,3,2977,8931,6902.60882884367,2028.3911711563296
6250,2023-03-23,341,83,2,1019,2038,1281.1774506841148,756.8225493158852
6251,2023-03-17,387,56,4,3440,13760,8702.3688512905,5057.631148709501
6252,2023-10-14,83,52,2,1907,3814,2562.425948705643,1251.574051294357
6253,2022-01-02,109,100,1,1320,1320,873.5940260875977,446.40597391240226
6254,2023-06-04,44,3,5,4174,20870,16639.12380826019,4230.8761917398115
6255,2023-10-13,483,23,1,4335,4335,3090.067742309231,1244.932257690769
6256,2023-09-28,454,17,2,4567,9134,6437.47262795558,2696.52737204442
6257,2022-11-05,398,71,3,3787,11361,8131.564493285302,3229.435506714698
6258,2023-06-06,132,26,5,2681,13405,10389.288879916181,3015.711120083819
6259,2023-04-14,493,18,3,3732,11196,7262.9521639647555,3933.0478360352445
6260,2022-07-31,499,46,3,924,2772,1946.480259501568,825.5197404984319
6261,2022-04-22,18,70,5,2051,10255,6708.745508423724,3546.2544915762765
6262,2022-01-08,93,31,5,857,4285,3239.95389850037,1045.04610149963
6263,2023-04-22,483,93,1,3946,3946,2980.899359169379,965.1006408306212
6264,2023-04-05,436,9,2,2094,4188,3314.7431323113838,873.2568676886162
6265,2022-09-10,294,35,3,1510,4530,3122.820786221036,1407.179213778964
6266,2023-06-10,464,81,2,696,1392,879.3684528844685,512.6315471155315
6267,2023-03-14,148,60,2,1533,3066,2389.2791586322865,676.7208413677135
6268,2023-10-23,472,76,4,1361,5444,4236.08813044477,1207.9118695552297
6269,2022-08-24,483,63,1,848,848,548.5999540309277,299.40004596907227
6270,2022-11-02,172,100,3,4277,12831,8407.563603233166,4423.436396766834
6271,2023-04-23,51,52,5,2158,10790,7150.347643426838,3639.6523565731623
6272,2023-11-10,19,48,5,1074,5370,3707.179579840365,1662.820420159635
6273,2022-01-20,120,61,2,2319,4638,3551.820455974928,1086.1795440250721
6274,2022-08-04,324,24,1,1430,1430,899.2897886929844,530.7102113070156
6275,2022-05-15,225,74,1,4508,4508,3336.2724661533257,1171.7275338466743
6276,2022-05-09,66,58,3,983,2949,1977.4815689017025,971.5184310982975
6277,2023-02-14,141,64,3,4412,13236,8459.559514275523,4776.440485724477
6278,2023-02-26,446,30,2,857,1714,1144.4167075184553,569.5832924815447
6279,2022-10-21,189,29,2,4980,9960,7038.285675308788,2921.714324691212
6280,2022-09-03,493,10,2,753,1506,1181.1299053894713,324.87009461052867
6281,2023-12-02,158,39,4,4494,17976,13044.35135716516,4931.64864283484
6282,2023-07-10,98,55,1,1334,1334,962.3692453920651,371.63075460793493
6283,2022-03-27,158,28,2,1690,3380,2101.5089409153334,1278.4910590846666
6284,2023-07-10,435,18,1,2203,2203,1356.9603082690917,846.0396917309083
6285,2023-01-10,246,41,5,992,4960,3104.4278880360666,1855.5721119639334
6286,2023-03-22,344,81,5,3909,19545,12100.487906230193,7444.512093769807
6287,2023-01-13,432,75,1,4646,4646,3323.1578330678244,1322.8421669321756
6288,2023-01-25,236,65,5,3627,18135,12522.635510403015,5612.364489596985
6289,2023-10-19,33,81,5,2620,13100,7873.079348892695,5226.920651107305
6290,2022-02-20,361,100,5,4365,21825,14627.405939553404,7197.594060446596
6291,2022-08-30,241,100,3,551,1653,1033.9065885509833,619.0934114490167
6292,2022-10-21,330,46,3,761,2283,1820.9753628980575,462.0246371019425
6293,2023-07-17,338,60,1,3502,3502,2423.4943544859207,1078.5056455140793
6294,2022-09-23,275,9,1,2408,2408,1650.0225892323674,757.9774107676326
6295,2022-04-30,71,45,4,4146,16584,12086.997423936622,4497.002576063378
6296,2023-12-13,313,60,3,2877,8631,5795.014805805963,2835.985194194037
6297,2022-09-05,403,28,1,3894,3894,2893.642792257373,1000.357207742627
6298,2022-03-11,216,97,3,4836,14508,11330.149643100787,3177.850356899213
6299,2022-02-26,79,3,4,2125,8500,5948.125387189271,2551.8746128107286
6300,2023-01-17,169,51,1,1728,1728,1169.1381962145047,558.8618037854953
6301,2022-02-08,298,8,1,4886,4886,3441.5975956713974,1444.4024043286026
6302,2023-03-19,471,70,1,1889,1889,1361.4222082952233,527.5777917047767
6303,2022-01-18,180,59,1,1987,1987,1529.0770152419818,457.9229847580182
6304,2022-12-18,116,61,2,1416,2832,1922.6331612440995,909.3668387559005
6305,2022-10-25,260,58,3,2641,7923,4835.298308788528,3087.7016912114723
6306,2022-10-10,486,70,3,1210,3630,2635.9127558003775,994.0872441996225
6307,2023-08-09,260,93,3,2386,7158,5707.614872808437,1450.3851271915628
6308,2022-04-20,5,12,4,2716,10864,8374.485565693962,2489.5144343060383
6309,2022-06-29,297,9,2,1820,3640,2736.0103536240604,903.9896463759396
6310,2023-06-28,108,49,3,3063,9189,5837.77535173646,3351.22464826354
6311,2022-01-25,343,83,3,4945,14835,11122.153222796194,3712.8467772038057
6312,2022-02-26,360,17,1,3126,3126,1926.5391694294678,1199.4608305705322
6313,2022-06-29,117,54,1,900,900,628.9052348888821,271.0947651111179
6314,2022-08-20,357,44,1,1250,1250,842.7249376233019,407.2750623766981
6315,2022-12-09,445,32,3,2387,7161,5593.151085724391,1567.8489142756089
6316,2023-04-22,331,35,1,4185,4185,2644.782522083917,1540.2174779160832
6317,2023-07-30,439,78,3,1918,5754,4360.248862090221,1393.7511379097787
6318,2023-03-31,331,49,4,3103,12412,7567.625945262111,4844.374054737889
6319,2022-08-20,13,54,4,4271,17084,12648.155665581957,4435.844334418043
6320,2022-10-16,142,16,5,2518,12590,8293.733523836196,4296.266476163804
6321,2022-08-01,188,85,2,2536,5072,4033.1665761842137,1038.8334238157863
6322,2022-09-15,456,12,1,2145,2145,1575.1779357425664,569.8220642574336
6323,2023-06-14,281,88,1,3987,3987,2638.5212307208594,1348.4787692791406
6324,2023-11-18,466,98,2,1313,2626,1699.2956419285408,926.7043580714592
6325,2022-08-17,115,8,2,3669,7338,5341.049560950796,1996.9504390492039
6326,2022-08-14,428,21,5,1523,7615,4984.368467509775,2630.6315324902253
6327,2023-08-19,236,48,2,2009,4018,2560.9167812315127,1457.0832187684873
6328,2023-03-11,338,8,3,2538,7614,5554.671427885938,2059.328572114062
6329,2023-02-06,10,28,1,1893,1893,1410.0150750998162,482.98492490018384
6330,2023-09-14,199,80,2,2846,5692,3686.1714244199056,2005.8285755800944
6331,2022-03-29,252,10,3,1355,4065,2874.664315171134,1190.3356848288659
6332,2023-08-07,50,52,2,1666,3332,2441.442731707403,890.5572682925972
6333,2023-06-26,428,15,3,3254,9762,7696.198187583414,2065.8018124165856
6334,2023-11-15,142,4,4,2165,8660,6587.5464650074855,2072.4535349925145
